"Income Monthly","Monthly Debt","Credit Score","Loan Amount","DTI","Employment Status","Defaults","Loan Status","Loan Period (Months)"
"11130","5729","572","238776","51.47","Self-Employed","No","approved","120"
"137093","74013","694","575448","53.99","Self-Employed","No","approved","240"
"63864","9998","685","1130538","15.66","Employed","No","approved","240"
"94210","25463","424","1200146","27.03","Self-Employed","No","rejected","24"
"16612","6680","615","1841331","40.21","Self-Employed","No","rejected","60"
"65324","5989","433","798096","9.17","Self-Employed","No","rejected","240"
"163578","9853","783","1597187","6.02","Self-Employed","No","approved","12"
"175346","1677","431","286474","0.96","Employed","No","rejected","240"
"29673","14988","435","1992096","50.51","Employed","No","rejected","180"
"72998","23456","568","1346069","32.13","Employed","No","approved","60"
"97148","23407","691","1281738","24.09","Employed","Yes","rejected","24"
"0","0","477","1979283","0","Self-Employed","Yes","rejected","24"
"114877","43499","684","825651","37.87","Self-Employed","Yes","rejected","24"
"60598","4660","796","1037481","7.69","Employed","No","approved","120"
"202287","46342","606","762854","22.91","Employed","No","approved","240"
"168718","65231","504","926051","38.66","Self-Employed","No","approved","12"
"96808","10282","645","331912","10.62","Employed","No","approved","240"
"94482","35724","470","1534893","37.81","Employed","Yes","rejected","60"
"45988","26526","583","936417","57.68","Self-Employed","No","approved","240"
"128713","9773","462","1568798","7.59","Employed","Yes","rejected","180"
"79808","6957","597","342929","8.72","Self-Employed","No","approved","180"
"137838","50111","539","782066","36.35","Self-Employed","Yes","rejected","180"
"60381","35673","573","1620814","59.08","Self-Employed","No","approved","60"
"109295","24434","841","865186","22.36","Employed","Yes","rejected","48"
"67355","25242","445","1346272","37.48","Self-Employed","Yes","rejected","24"
"62131","13629","513","212691","21.94","Employed","No","approved","36"
"164922","59480","475","108389","36.07","Self-Employed","No","rejected","60"
"25978","10352","779","663786","39.85","Employed","Yes","rejected","36"
"43008","9596","726","242045","22.31","Employed","No","approved","24"
"206998","4458","434","1851498","2.15","Self-Employed","No","rejected","180"
"90219","9498","635","1788711","10.53","Employed","Yes","rejected","36"
"71618","33264","848","2359685","46.45","Self-Employed","Yes","rejected","120"
"131139","56775","802","1469396","43.29","Employed","No","approved","36"
"104627","30053","808","2156028","28.72","Employed","No","approved","120"
"128352","60769","505","107903","47.35","Employed","Yes","rejected","180"
"37163","20811","539","641287","56","Employed","Yes","rejected","240"
"90347","14687","475","2085891","16.26","Employed","No","rejected","12"
"20511","8771","734","863325","42.76","Self-Employed","Yes","rejected","120"
"35354","18664","448","908637","52.79","Self-Employed","Yes","rejected","240"
"119222","60246","604","1694276","50.53","Employed","Yes","rejected","240"
"89728","51171","611","2107210","57.03","Self-Employed","Yes","rejected","48"
"158149","22297","436","1839254","14.1","Employed","No","rejected","12"
"45163","2824","642","1134899","6.25","Employed","No","approved","240"
"106185","59827","625","1795651","56.34","Self-Employed","Yes","rejected","180"
"207769","14343","420","1856344","6.9","Self-Employed","Yes","rejected","240"
"157667","63907","676","482026","40.53","Employed","No","approved","48"
"116374","29646","504","951477","25.47","Self-Employed","Yes","rejected","48"
"69922","1727","636","1722039","2.47","Employed","Yes","rejected","12"
"26048","14324","480","1123991","54.99","Self-Employed","No","rejected","36"
"78602","44448","512","1334014","56.55","Self-Employed","No","approved","48"
"19912","10020","752","191737","50.32","Self-Employed","No","approved","240"
"0","0","705","1804416","0","Self-Employed","Yes","rejected","48"
"31832","2296","834","1658627","7.21","Employed","Yes","rejected","240"
"89527","3053","539","740061","3.41","Employed","No","approved","60"
"200199","63465","460","824860","31.7","Employed","Yes","rejected","48"
"146325","43384","529","2276442","29.65","Self-Employed","Yes","rejected","120"
"91436","15106","833","995494","16.52","Self-Employed","Yes","rejected","120"
"67085","16870","481","240571","25.15","Self-Employed","No","rejected","48"
"158228","20255","741","681798","12.8","Employed","Yes","rejected","120"
"133057","2593","595","293539","1.95","Self-Employed","Yes","rejected","36"
"156833","75262","805","1222811","47.99","Employed","No","approved","48"
"185159","103866","820","551111","56.1","Self-Employed","No","approved","240"
"21862","9472","514","717359","43.33","Employed","Yes","rejected","24"
"168391","53849","581","1110297","31.98","Self-Employed","Yes","rejected","36"
"185395","42632","785","1967855","23","Self-Employed","No","approved","180"
"0","0","616","1867489","0","Employed","Yes","rejected","24"
"166203","44864","786","1025000","26.99","Self-Employed","Yes","rejected","120"
"20487","5894","544","1426879","28.77","Employed","No","approved","48"
"172662","66853","801","1003173","38.72","Employed","No","approved","12"
"139219","1833","571","223883","1.32","Employed","No","approved","60"
"17243","1441","661","1051926","8.36","Self-Employed","Yes","rejected","60"
"168037","25414","575","1484979","15.12","Employed","No","approved","48"
"0","0","761","908471","0","Employed","Yes","rejected","120"
"204395","45666","572","1836385","22.34","Self-Employed","Yes","rejected","12"
"0","0","803","870754","0","Self-Employed","Yes","rejected","48"
"102897","58403","799","2275057","56.76","Self-Employed","Yes","rejected","24"
"100497","15224","602","304379","15.15","Self-Employed","Yes","rejected","60"
"38558","4252","650","2465487","11.03","Employed","Yes","rejected","60"
"110830","38449","681","213191","34.69","Self-Employed","No","approved","120"
"0","0","634","1399229","0","Employed","Yes","rejected","120"
"133475","34443","628","162654","25.8","Self-Employed","No","approved","60"
"169170","18296","736","1532427","10.82","Self-Employed","No","approved","120"
"38296","18009","543","2331296","47.03","Employed","Yes","rejected","60"
"156869","84071","748","1107198","53.59","Self-Employed","Yes","rejected","24"
"85960","25471","704","2076664","29.63","Self-Employed","Yes","rejected","60"
"194527","96607","720","1266723","49.66","Employed","Yes","rejected","60"
"197662","31511","629","76594","15.94","Employed","No","approved","36"
"205687","17153","661","1520553","8.34","Self-Employed","Yes","rejected","48"
"82745","48323","522","1505640","58.4","Self-Employed","No","approved","120"
"0","0","562","2381513","0","Employed","No","rejected","60"
"22714","11632","784","1318571","51.21","Employed","Yes","rejected","120"
"55161","12389","498","1162819","22.46","Employed","Yes","rejected","12"
"26863","14050","481","684698","52.3","Self-Employed","Yes","rejected","24"
"20973","8061","559","2063648","38.44","Employed","Yes","rejected","24"
"187041","92532","793","660173","49.47","Employed","Yes","rejected","60"
"194011","99625","483","1957268","51.35","Employed","Yes","rejected","120"
"206363","15022","759","1523519","7.28","Self-Employed","Yes","rejected","240"
"62915","36449","493","82712","57.93","Self-Employed","No","rejected","48"
"120284","61005","684","352028","50.72","Employed","Yes","rejected","24"
"0","0","678","552664","0","Self-Employed","Yes","rejected","60"
"82032","26618","771","1316018","32.45","Employed","Yes","rejected","24"
"0","0","452","1123119","0","Employed","No","rejected","24"
"60568","21912","556","554775","36.18","Employed","Yes","rejected","60"
"139030","59572","636","1105026","42.85","Self-Employed","Yes","rejected","120"
"71008","10347","460","713537","14.57","Employed","Yes","rejected","240"
"88949","19577","531","1991121","22.01","Employed","No","approved","48"
"16428","2915","437","1351382","17.74","Employed","No","rejected","60"
"175010","74987","684","1459460","42.85","Employed","No","approved","120"
"48761","10287","669","2027595","21.1","Self-Employed","No","approved","36"
"11205","955","525","1305998","8.52","Self-Employed","No","rejected","36"
"62781","4143","653","1091290","6.6","Employed","Yes","rejected","48"
"20948","8635","468","563329","41.22","Employed","No","rejected","12"
"32861","5602","595","533309","17.05","Self-Employed","No","approved","60"
"160374","80045","661","2173244","49.91","Employed","No","approved","60"
"166458","34816","800","1542802","20.92","Employed","No","approved","48"
"61450","10099","687","911381","16.43","Employed","No","approved","120"
"0","0","551","852774","0","Employed","Yes","rejected","60"
"127352","17858","762","2384896","14.02","Self-Employed","Yes","rejected","48"
"18114","1402","845","1175794","7.74","Employed","Yes","rejected","24"
"62225","6928","459","2518848","11.13","Employed","Yes","rejected","240"
"71059","13773","463","1316287","19.38","Employed","Yes","rejected","60"
"122545","66992","575","2447660","54.67","Employed","Yes","rejected","48"
"180456","6941","850","659482","3.85","Employed","No","approved","36"
"125952","13321","846","1864971","10.58","Employed","Yes","rejected","48"
"118684","17772","734","1985768","14.97","Employed","Yes","rejected","60"
"88532","27851","467","437462","31.46","Employed","No","rejected","48"
"176139","25073","507","645396","14.23","Self-Employed","Yes","rejected","180"
"156807","13923","539","1537654","8.88","Self-Employed","Yes","rejected","180"
"0","0","666","50889","0","Self-Employed","No","rejected","180"
"35807","5051","750","1888218","14.11","Self-Employed","Yes","rejected","12"
"148686","18282","597","2105639","12.3","Self-Employed","Yes","rejected","120"
"92667","11183","462","2123487","12.07","Self-Employed","No","rejected","12"
"87430","38166","692","1203047","43.65","Self-Employed","No","approved","60"
"151065","29731","495","2415649","19.68","Employed","Yes","rejected","24"
"191595","6160","601","1678018","3.22","Self-Employed","No","approved","180"
"147650","27056","773","1986401","18.32","Employed","Yes","rejected","12"
"168614","84864","496","1808929","50.33","Employed","Yes","rejected","180"
"162871","68455","793","795000","42.03","Self-Employed","No","approved","180"
"170562","2588","681","1483839","1.52","Employed","No","approved","120"
"164458","55638","628","107850","33.83","Employed","Yes","rejected","48"
"166889","45136","724","1345867","27.05","Employed","No","approved","240"
"78432","38084","452","1281823","48.56","Self-Employed","No","rejected","12"
"49680","18139","725","50769","36.51","Employed","Yes","rejected","240"
"73910","2644","579","270819","3.58","Self-Employed","Yes","rejected","12"
"50551","25502","689","2244179","50.45","Employed","No","approved","240"
"177433","16818","668","134064","9.48","Self-Employed","Yes","rejected","240"
"193353","25867","754","1230365","13.38","Employed","No","approved","24"
"182210","22824","820","1900344","12.53","Employed","Yes","rejected","24"
"137853","35482","751","1694736","25.74","Employed","Yes","rejected","60"
"15459","2818","530","1080579","18.23","Employed","Yes","rejected","180"
"66259","33574","428","926513","50.67","Self-Employed","Yes","rejected","120"
"0","0","793","385812","0","Employed","No","rejected","180"
"0","0","774","2285457","0","Employed","Yes","rejected","60"
"9224","2596","628","1284867","28.14","Self-Employed","Yes","rejected","120"
"146764","17584","553","426151","11.98","Employed","No","approved","12"
"0","0","647","1222970","0","Employed","No","rejected","180"
"154815","37125","838","1399843","23.98","Self-Employed","Yes","rejected","36"
"134198","41178","514","1539747","30.68","Employed","No","approved","120"
"0","0","673","2415965","0","Self-Employed","Yes","rejected","12"
"177975","48889","560","743786","27.47","Self-Employed","No","approved","240"
"36251","19622","588","1184440","54.13","Self-Employed","No","approved","180"
"33127","18291","645","894276","55.21","Employed","No","approved","240"
"56017","2449","556","1358566","4.37","Self-Employed","Yes","rejected","180"
"120561","50467","611","2325490","41.86","Employed","Yes","rejected","36"
"104015","49144","468","1592922","47.25","Self-Employed","Yes","rejected","180"
"51737","3283","806","611035","6.35","Employed","No","approved","12"
"205471","85142","839","2040395","41.44","Employed","Yes","rejected","36"
"48614","5293","826","293234","10.89","Employed","Yes","rejected","240"
"159714","28349","728","1201869","17.75","Self-Employed","No","approved","240"
"64502","5206","427","73153","8.07","Self-Employed","No","rejected","60"
"0","0","744","1887847","0","Employed","No","rejected","36"
"150647","4148","761","2502063","2.75","Employed","No","approved","36"
"32810","1751","834","1495211","5.34","Employed","Yes","rejected","12"
"193934","42245","439","2496752","21.78","Self-Employed","Yes","rejected","120"
"103640","29499","458","589280","28.46","Employed","Yes","rejected","240"
"141919","55053","516","875569","38.79","Self-Employed","Yes","rejected","48"
"70285","7358","540","1468415","10.47","Employed","No","approved","24"
"128965","42242","775","517918","32.75","Self-Employed","No","approved","240"
"30295","3461","811","1836115","11.42","Employed","Yes","rejected","120"
"151200","8050","694","550823","5.32","Self-Employed","No","approved","24"
"164959","52931","694","1523232","32.09","Employed","Yes","rejected","120"
"25591","4374","481","2385295","17.09","Self-Employed","No","rejected","48"
"191002","21008","846","435027","11","Self-Employed","Yes","rejected","12"
"70748","36151","482","2132585","51.1","Self-Employed","No","rejected","24"
"176848","38523","850","1519259","21.78","Employed","Yes","rejected","240"
"160316","20318","744","305869","12.67","Self-Employed","Yes","rejected","24"
"54376","23497","504","1148378","43.21","Employed","Yes","rejected","12"
"188359","30779","762","942615","16.34","Self-Employed","Yes","rejected","24"
"202896","41912","812","1010886","20.66","Self-Employed","No","approved","24"
"82307","36740","565","1033515","44.64","Self-Employed","No","approved","12"
"18696","9969","548","2094514","53.32","Self-Employed","Yes","rejected","48"
"0","0","723","57933","0","Self-Employed","Yes","rejected","24"
"187985","98991","705","1326527","52.66","Self-Employed","No","approved","60"
"54411","21175","503","2516539","38.92","Self-Employed","No","approved","36"
"64404","28086","768","215032","43.61","Employed","Yes","rejected","48"
"64854","37621","557","202053","58.01","Employed","No","approved","12"
"117187","67132","469","1828040","57.29","Self-Employed","No","rejected","180"
"203807","81746","432","232328","40.11","Employed","No","rejected","36"
"196633","92026","820","450446","46.8","Employed","No","approved","36"
"184640","109692","646","599700","59.41","Self-Employed","No","approved","240"
"0","0","549","130038","0","Employed","Yes","rejected","120"
"187824","38680","511","451260","20.59","Employed","Yes","rejected","12"
"149162","15593","848","1282614","10.45","Employed","Yes","rejected","180"
"187492","40682","600","2150482","21.7","Employed","Yes","rejected","24"
"147358","20554","625","1864298","13.95","Employed","No","approved","48"
"0","0","489","1944187","0","Self-Employed","Yes","rejected","240"
"26571","7355","703","117951","27.68","Self-Employed","No","approved","36"
"107050","12452","692","1789359","11.63","Employed","No","approved","240"
"33539","5164","568","555962","15.4","Self-Employed","Yes","rejected","36"
"202959","32162","817","822239","15.85","Self-Employed","No","approved","36"
"0","0","807","2512448","0","Employed","Yes","rejected","120"
"156926","22897","784","1696726","14.59","Self-Employed","Yes","rejected","60"
"99446","41800","477","2162228","42.03","Self-Employed","Yes","rejected","48"
"59043","9681","595","1020734","16.4","Employed","No","approved","36"
"169465","45261","664","1506005","26.71","Self-Employed","Yes","rejected","120"
"189748","35999","482","1397199","18.97","Self-Employed","No","rejected","180"
"127635","22571","674","352381","17.68","Self-Employed","Yes","rejected","48"
"0","0","556","336111","0","Employed","Yes","rejected","60"
"87021","30853","790","41748","35.45","Employed","No","approved","24"
"138424","58087","558","520681","41.96","Employed","No","approved","240"
"43286","19572","791","95590","45.22","Employed","Yes","rejected","36"
"78995","34353","849","1736002","43.49","Self-Employed","Yes","rejected","240"
"130277","6991","489","2155126","5.37","Employed","No","rejected","120"
"116702","60113","492","1004993","51.51","Employed","Yes","rejected","48"
"12337","6911","738","1668991","56.02","Employed","No","rejected","180"
"117733","4796","434","2152065","4.07","Self-Employed","Yes","rejected","48"
"55972","18133","727","2103870","32.4","Employed","No","approved","240"
"95291","23172","676","1486594","24.32","Employed","Yes","rejected","60"
"192164","75888","824","146577","39.49","Employed","Yes","rejected","240"
"160996","91019","716","467659","56.53","Employed","Yes","rejected","240"
"106141","37374","429","542211","35.21","Employed","No","rejected","60"
"177165","53388","661","1548199","30.13","Employed","No","approved","180"
"36264","4949","508","1114201","13.65","Self-Employed","No","approved","120"
"0","0","680","1768170","0","Self-Employed","Yes","rejected","120"
"28257","1172","845","633775","4.15","Self-Employed","No","approved","60"
"153551","25890","580","667382","16.86","Self-Employed","Yes","rejected","240"
"190506","40396","812","2249856","21.2","Self-Employed","No","approved","24"
"142888","36530","654","1002642","25.57","Self-Employed","No","approved","48"
"91474","18868","561","1231026","20.63","Self-Employed","Yes","rejected","60"
"29595","8859","798","427497","29.93","Self-Employed","Yes","rejected","240"
"0","0","434","613216","0","Self-Employed","Yes","rejected","36"
"74163","23482","774","2224784","31.66","Employed","No","approved","60"
"54531","30549","637","1501698","56.02","Self-Employed","No","approved","24"
"146156","43338","551","1525564","29.65","Self-Employed","Yes","rejected","12"
"177276","88277","731","170987","49.8","Employed","No","approved","36"
"131049","36968","522","441833","28.21","Employed","Yes","rejected","12"
"30592","16881","598","2114266","55.18","Self-Employed","Yes","rejected","36"
"124029","13763","788","2306867","11.1","Self-Employed","Yes","rejected","12"
"177810","76332","813","1162604","42.93","Employed","No","approved","120"
"152728","17312","739","1081909","11.34","Self-Employed","No","approved","60"
"53087","13417","461","1933626","25.27","Employed","Yes","rejected","48"
"0","0","459","1411710","0","Self-Employed","Yes","rejected","12"
"173450","18608","598","2442335","10.73","Employed","No","approved","12"
"178666","63778","604","1370421","35.7","Self-Employed","Yes","rejected","48"
"199286","71658","598","1013049","35.96","Self-Employed","Yes","rejected","36"
"156378","46597","674","1829719","29.8","Self-Employed","Yes","rejected","60"
"17227","9183","845","1306330","53.31","Employed","Yes","rejected","36"
"39083","19588","599","61015","50.12","Employed","No","approved","24"
"102828","27879","504","626411","27.11","Employed","Yes","rejected","120"
"96930","36411","762","1885704","37.56","Self-Employed","Yes","rejected","60"
"0","0","609","2218036","0","Self-Employed","No","rejected","240"
"161982","76304","459","310676","47.11","Self-Employed","Yes","rejected","36"
"91014","26954","587","1022525","29.62","Self-Employed","No","approved","48"
"33039","6888","628","583965","20.85","Self-Employed","No","approved","36"
"0","0","603","1789971","0","Self-Employed","Yes","rejected","120"
"55113","26379","716","584181","47.86","Employed","Yes","rejected","180"
"16272","8949","633","1057118","55","Self-Employed","Yes","rejected","120"
"56009","29150","801","2245100","52.05","Employed","No","approved","240"
"163808","51622","521","2047265","31.51","Self-Employed","No","approved","48"
"58533","20914","453","1521805","35.73","Self-Employed","No","rejected","60"
"67559","18731","751","1075413","27.73","Employed","No","approved","48"
"106237","40213","545","814392","37.85","Employed","Yes","rejected","60"
"23011","7966","721","72666","34.62","Employed","No","approved","120"
"120489","21892","429","995109","18.17","Employed","No","rejected","36"
"154216","64216","627","684139","41.64","Employed","Yes","rejected","12"
"59913","13491","679","411694","22.52","Employed","Yes","rejected","60"
"38646","7082","589","416318","18.33","Employed","No","approved","60"
"121150","70291","678","951689","58.02","Employed","Yes","rejected","24"
"36142","3191","625","1362594","8.83","Employed","Yes","rejected","240"
"191729","6006","500","1596845","3.13","Self-Employed","No","approved","36"
"76845","1054","742","368003","1.37","Self-Employed","No","approved","36"
"15240","7675","492","2441089","50.36","Employed","No","rejected","36"
"29324","2807","749","337629","9.57","Self-Employed","Yes","rejected","12"
"200635","109550","845","109874","54.6","Employed","Yes","rejected","240"
"11517","3442","762","882261","29.89","Employed","No","approved","240"
"39857","19257","497","1102849","48.32","Self-Employed","No","rejected","120"
"26214","8661","674","673682","33.04","Self-Employed","Yes","rejected","180"
"19130","7216","601","614525","37.72","Employed","Yes","rejected","240"
"16244","9201","844","2071574","56.64","Employed","No","rejected","180"
"117545","24054","746","20162","20.46","Employed","Yes","rejected","36"
"145775","46790","687","1358675","32.1","Employed","No","approved","60"
"155615","37074","812","2187197","23.82","Self-Employed","No","approved","180"
"128731","8386","475","685205","6.51","Employed","No","rejected","180"
"12943","3110","825","513879","24.03","Self-Employed","Yes","rejected","36"
"108883","6536","725","2511744","6","Employed","No","approved","36"
"44738","730","702","2216560","1.63","Employed","Yes","rejected","120"
"0","0","637","2140705","0","Employed","No","rejected","12"
"205104","109305","585","2135411","53.29","Self-Employed","Yes","rejected","24"
"206358","96718","812","905289","46.87","Self-Employed","Yes","rejected","180"
"146189","15608","647","2313899","10.68","Self-Employed","Yes","rejected","24"
"31469","3672","725","1252507","11.67","Self-Employed","Yes","rejected","24"
"94430","54477","706","2135316","57.69","Employed","Yes","rejected","60"
"73282","40273","806","1647205","54.96","Self-Employed","No","approved","36"
"65016","29630","527","1706267","45.57","Employed","Yes","rejected","12"
"116569","49376","555","106856","42.36","Employed","Yes","rejected","120"
"66221","32297","623","2235182","48.77","Self-Employed","No","approved","48"
"164666","26543","629","156320","16.12","Self-Employed","No","approved","12"
"193139","85312","788","1197594","44.17","Self-Employed","No","approved","120"
"12220","804","734","815993","6.58","Employed","No","approved","60"
"28719","9353","607","733273","32.57","Employed","No","approved","240"
"184210","36981","725","1044339","20.08","Self-Employed","No","approved","36"
"115639","2510","691","1359812","2.17","Self-Employed","No","approved","24"
"202513","31389","682","1906965","15.5","Self-Employed","Yes","rejected","24"
"47895","3181","841","793488","6.64","Self-Employed","No","approved","36"
"203754","85019","655","673440","41.73","Employed","No","approved","48"
"54457","17586","844","269413","32.29","Employed","No","approved","24"
"185872","18619","764","1990249","10.02","Employed","Yes","rejected","60"
"15900","4532","563","1554424","28.5","Employed","No","rejected","60"
"79747","8982","817","1909297","11.26","Employed","No","approved","48"
"136843","59691","519","2512884","43.62","Employed","Yes","rejected","12"
"130377","33546","786","1861940","25.73","Employed","No","approved","12"
"171589","9839","574","1839653","5.73","Employed","No","approved","60"
"29192","13550","661","483221","46.42","Self-Employed","Yes","rejected","12"
"77186","1707","749","581253","2.21","Employed","No","approved","60"
"39092","2457","533","1862613","6.29","Self-Employed","Yes","rejected","120"
"92145","40587","566","1337216","44.05","Employed","Yes","rejected","60"
"141666","63409","449","375712","44.76","Self-Employed","Yes","rejected","12"
"139718","33807","556","54077","24.2","Self-Employed","Yes","rejected","12"
"128827","10347","700","2260091","8.03","Employed","No","approved","60"
"17623","2298","525","510732","13.04","Self-Employed","Yes","rejected","180"
"75070","12289","751","1317285","16.37","Self-Employed","Yes","rejected","12"
"103772","7493","510","304240","7.22","Self-Employed","Yes","rejected","60"
"0","0","690","1191839","0","Self-Employed","No","rejected","48"
"108794","55887","733","477231","51.37","Self-Employed","No","approved","12"
"157783","18530","597","2130134","11.74","Self-Employed","Yes","rejected","48"
"154846","25354","733","1244056","16.37","Employed","No","approved","48"
"32441","4901","650","1146337","15.11","Employed","No","approved","36"
"168094","55435","804","291900","32.98","Self-Employed","Yes","rejected","12"
"199614","102134","511","1031794","51.17","Employed","No","approved","48"
"95242","6996","461","250369","7.35","Employed","Yes","rejected","24"
"180608","25799","453","971381","14.28","Self-Employed","No","rejected","24"
"76610","11517","644","2505823","15.03","Self-Employed","Yes","rejected","12"
"185251","55397","672","1361456","29.9","Employed","No","approved","120"
"120215","29707","771","174990","24.71","Self-Employed","Yes","rejected","12"
"0","0","420","1125622","0","Employed","Yes","rejected","240"
"176582","5456","626","1941224","3.09","Self-Employed","No","approved","60"
"78593","38636","463","701939","49.16","Self-Employed","Yes","rejected","24"
"160378","94777","638","478019","59.1","Self-Employed","Yes","rejected","48"
"163236","52488","697","741638","32.15","Employed","Yes","rejected","36"
"171620","70022","456","421826","40.8","Self-Employed","Yes","rejected","180"
"53917","21262","617","950691","39.43","Employed","No","approved","48"
"27033","8349","781","57812","30.88","Self-Employed","Yes","rejected","240"
"0","0","609","2438293","0","Self-Employed","Yes","rejected","240"
"71316","24503","773","2089754","34.36","Self-Employed","Yes","rejected","240"
"168231","26797","598","2485003","15.93","Employed","No","approved","60"
"43090","14778","491","1763249","34.3","Employed","No","rejected","60"
"168843","55144","553","363872","32.66","Employed","Yes","rejected","24"
"165661","18593","695","662428","11.22","Employed","No","approved","60"
"157263","61717","489","2514095","39.24","Self-Employed","Yes","rejected","12"
"78172","7987","789","490799","10.22","Employed","Yes","rejected","36"
"121325","48853","724","410386","40.27","Employed","No","approved","48"
"72974","41467","642","121799","56.82","Self-Employed","No","approved","120"
"88059","1326","807","2167779","1.51","Employed","No","approved","60"
"89757","40887","456","738174","45.55","Self-Employed","No","rejected","24"
"165820","95856","568","1246861","57.81","Self-Employed","No","approved","12"
"119123","70148","429","2471958","58.89","Self-Employed","Yes","rejected","240"
"120603","65710","788","1271163","54.48","Self-Employed","No","approved","120"
"43559","18201","552","1126868","41.78","Employed","No","approved","24"
"104647","60742","672","1688330","58.04","Self-Employed","No","approved","24"
"156696","57808","665","1945528","36.89","Employed","Yes","rejected","48"
"180444","23302","788","1942029","12.91","Self-Employed","Yes","rejected","48"
"11451","2290","439","2387176","20","Employed","Yes","rejected","180"
"114626","28885","558","341526","25.2","Employed","Yes","rejected","120"
"118355","36653","470","923181","30.97","Employed","Yes","rejected","180"
"77493","34900","672","1895136","45.04","Self-Employed","No","approved","240"
"77832","6497","582","31542","8.35","Employed","No","approved","120"
"25753","7329","450","2322837","28.46","Employed","Yes","rejected","24"
"100331","45094","676","2178645","44.95","Self-Employed","No","approved","240"
"92187","52890","817","878040","57.37","Self-Employed","No","approved","120"
"198402","2268","574","2055078","1.14","Employed","Yes","rejected","120"
"108567","9085","456","1012762","8.37","Self-Employed","No","rejected","120"
"0","0","641","268353","0","Employed","No","rejected","48"
"21104","5912","666","987873","28.01","Self-Employed","No","approved","60"
"49042","22629","578","2038121","46.14","Self-Employed","Yes","rejected","120"
"109061","255","660","1951406","0.23","Self-Employed","No","approved","120"
"0","0","834","2469556","0","Self-Employed","Yes","rejected","36"
"207586","57623","667","784734","27.76","Employed","Yes","rejected","120"
"187789","60931","650","283397","32.45","Self-Employed","Yes","rejected","240"
"200486","107794","765","1185701","53.77","Self-Employed","No","approved","36"
"40234","22023","834","2237588","54.74","Self-Employed","No","approved","36"
"46177","18650","704","2346726","40.39","Employed","Yes","rejected","12"
"113157","4615","801","2008502","4.08","Self-Employed","No","approved","60"
"102264","57472","480","461215","56.2","Self-Employed","Yes","rejected","36"
"150175","76941","578","1006318","51.23","Self-Employed","Yes","rejected","24"
"0","0","739","1862720","0","Employed","Yes","rejected","12"
"33681","5027","526","1703128","14.93","Employed","No","approved","24"
"34499","6601","499","1198560","19.13","Employed","Yes","rejected","180"
"200954","82120","829","1436765","40.87","Employed","No","approved","60"
"177305","35742","685","1095138","20.16","Self-Employed","Yes","rejected","240"
"122673","52405","428","1400818","42.72","Employed","No","rejected","180"
"122776","1444","568","1702679","1.18","Employed","Yes","rejected","24"
"185677","58911","808","1018738","31.73","Self-Employed","No","approved","60"
"66104","12021","730","1291715","18.18","Employed","Yes","rejected","180"
"136923","19948","679","1327640","14.57","Self-Employed","Yes","rejected","60"
"0","0","745","867995","0","Employed","No","rejected","180"
"163202","29113","493","1668548","17.84","Employed","Yes","rejected","36"
"189865","107590","788","2182109","56.67","Employed","Yes","rejected","120"
"0","0","509","674439","0","Self-Employed","No","rejected","180"
"61125","10580","728","512989","17.31","Employed","No","approved","240"
"175192","28133","736","1013800","16.06","Employed","No","approved","180"
"14061","2426","487","322474","17.25","Self-Employed","No","rejected","60"
"0","0","478","44495","0","Self-Employed","Yes","rejected","24"
"138125","18093","450","1100063","13.1","Employed","No","rejected","12"
"63068","34119","528","442099","54.1","Employed","Yes","rejected","180"
"69318","40981","585","860096","59.12","Self-Employed","Yes","rejected","24"
"54270","21013","661","2238988","38.72","Self-Employed","No","approved","48"
"94935","23955","707","1569582","25.23","Employed","Yes","rejected","120"
"173515","33627","737","399891","19.38","Self-Employed","Yes","rejected","48"
"104829","22786","477","2194620","21.74","Employed","Yes","rejected","24"
"31843","16881","665","293220","53.01","Employed","Yes","rejected","12"
"88227","38237","562","2494255","43.34","Employed","No","approved","60"
"111226","16841","424","1139566","15.14","Employed","No","rejected","36"
"0","0","613","2330343","0","Employed","No","rejected","60"
"186689","23210","549","1002192","12.43","Self-Employed","Yes","rejected","36"
"194751","20","476","1354388","0.01","Self-Employed","Yes","rejected","120"
"41148","915","669","1762964","2.22","Employed","No","approved","36"
"114991","67949","426","1175707","59.09","Self-Employed","No","rejected","24"
"22679","9755","759","1820158","43.01","Employed","Yes","rejected","240"
"80440","13527","478","2492032","16.82","Self-Employed","Yes","rejected","36"
"181376","394","474","2325434","0.22","Employed","Yes","rejected","120"
"60982","24838","495","2133526","40.73","Self-Employed","No","rejected","120"
"62690","16900","773","2003214","26.96","Self-Employed","No","approved","60"
"62021","30210","534","553758","48.71","Employed","No","approved","36"
"143688","53289","432","1021174","37.09","Employed","Yes","rejected","48"
"49736","10306","662","2450342","20.72","Self-Employed","Yes","rejected","12"
"26657","9062","450","456521","33.99","Self-Employed","Yes","rejected","36"
"125262","73562","502","319518","58.73","Self-Employed","Yes","rejected","48"
"28453","13168","429","1395267","46.28","Self-Employed","No","rejected","240"
"0","0","715","466301","0","Self-Employed","Yes","rejected","60"
"17684","3583","452","1687307","20.26","Employed","Yes","rejected","60"
"11766","2741","634","1184049","23.3","Employed","Yes","rejected","24"
"158981","10560","712","287509","6.64","Self-Employed","No","approved","48"
"200445","46434","510","946734","23.17","Employed","No","approved","240"
